,,,,PRODUCTOS QUE COMERCIALIZA,,,,
NO. ES,UBICACION,COLONIA,CP,MAGNA,PREMIUM,DIESEL,DME,
E01824,CALZADA LAZARO CARDENAS NO. 699,FRACCIONAMIENTO. JARDINES DEL LAGO,21330,S,S,S,N,
E01825,AVENIDA SINALOA NO. 1099 ESQ. CALLE UXMAL,ESPERANZA,21140,S,S,N,N,
E01827,CL INDEPENDENCIA N 884,CENTRO CIVICO,21150,S,S,S,N,
E01828,CL ADOLFO LOPEZ MATEOS N 1377,ZACATECAS,21090,S,S,N,N,
E01836,AVENIDA ZARAGOZA N 1798,NUEVA,22100,S,S,N,N,
E01839,BOULERVARD LAZARO CARDENAS N 1300,LAZARO CARDENAS,21370,S,S,N,N,
E01840,CL INDEPENDENCIA N 901,SANTA ROSALIA,21270,S,S,N,N,
E01843,CARRETERA MEXICALI - TIJUANA KM. 4.5,,,S,S,S,N,
E01844,CARRETERA A SAN FELIPE KM. 31,,,S,S,S,N,
E01845,CL CHETUMAL N S/N,CENTRO,21850,S,N,N,N,
E01849,CARRETERA MEXICALI - SAN LUIS RIO COLORADO KM. 60,,,S,S,S,N,
E01850,AVENIDA CONSTITUCION Y CALLE 2DA NO. 199,EJIDO TORREON,21920,S,S,S,N,
E01853,AVENIDA JOSE MARIA MORELOS Y PAVON N S/N,CIUDAD MORELOS,21960,S,N,S,N,
E01860,CALZADA GUSTAVO VILDOSOLA CASTRO NO.4178,DELEGACION GONZALEZ ORTEGA,21620,S,N,S,N,
E01862,BOULERVARD ADOLFO LOPEZ MATEOS N 820,BELLA VISTA,21150,S,S,N,N,
E01863,AVENIDA FRANCISCO I MADERO N 600,PRIMERA SECCION DE LA CIUDAD,21100,S,S,S,N,
E01864,BOULERVARD ADOLFO LOPEZ MATEOS NO. 1499,HIDALGO,75878,S,S,N,N,
E01865,BOULERVARD LAZARO CARDENAS N 861,INDEPENDENCIA,21290,S,S,N,N,
E01866,AVENIDA MICHOACAN N 1299,PUEBLO NUEVO,21120,S,S,N,N,
E01868,AVENIDA IGNACIO ALLENDE Y ART. 21 S/N,.,21800,S,S,S,N,
E01870,LOTE NOROESTE MANZANA 1. EJIDO MICHOACAN DE OCAMPO,,,S,S,S,N,
E01871,CALZADA LAZARO CARDENAS NO. 1738,.,21960,S,N,S,N,
E01877,CL DE LOS INSURGENTES N S/N,ESTACION GUADALUPE VICTORIA,21720,S,S,S,N,
E01887,CL DE LAS AMERICAS N 595,CUAUHTEMOC NORTE,21200,S,S,N,N,
E01888,CALLE RIO CULIACAN N 936,PROHOGAR,21240,S,S,N,N,
E01893,CALLE RIO PRESIDIO N 899,ROMA,21250,S,S,N,N,
E01897,AVENIDA VICENTE GUERRERO Y CALLE 5 DE MAYO S/N,EJIDO PIEDRAS NEGRAS,21900,S,S,S,N,
E01898,AVENIDA CONSTITUCION N S/N,PAREDONES,22120,S,N,S,N,
E01912,CARRETERA 6 NUEVO LEON SALTILLO __M,,,S,N,S,N,
E01913,CARRETERA ESTATAL N¯ 4 A LA ALTURA DEL LOTE AGRICOLA,,,S,N,S,N,
E01915,LOTE 15,,,S,S,S,N,
E01916,BOULERVARD DE LOS PIONEROS N S/N,EJIDO JIQUILPAN,21900,S,N,S,N,
E01918,KM. 3 CARRETERA A SAN FELIPE S/N,CERRO PRIETO 2,21101,S,S,S,N,
E01919,CALLE ONCE N 758,ESTACION GUADALUPE VICTORIA,21720,S,S,S,N,
E01924,BOULERVARD SANCHEZ TABOADA N 23,ESTACION DELTA,21700,S,S,S,N,
E01929,AVENIDA VICENTE GUERRERO NO 118,SIN COLONIA,21903,S,N,S,N,
E01930,KM. 10.5 DE LA CARRETERA A SAN FELIPE,Sin Colonia,21700,S,S,S,N,
E01933,AVENIDA MICHOACAN N 2501,BAJA CALIFORNIA,21130,S,S,N,N,
E01934,UXMAL NO. 1100,PUEBLO NUEVO,21120,S,S,S,N,
E01939,HEROES FERROCARRILEROS NO. 1398,LIBERTAD,21030,S,S,N,N,
E01942,CL LAZARO CARDENAS N S/N,CIUDAD MORELOS,21960,S,S,S,N,
E01944,"CRUCE CAMINOS PUEBLITA - PENSADORES, BATAQUEZ",,,S,S,S,N,
E01945,BATAQUEZ DOMICILIO CONOCIDO,,,S,S,S,N,
E01946,CALZADA ADOLFO LOPEZ MATEOS NUM. 2300,ZONA INDUSTRIAL,21380,S,S,S,N,
E01949,AVENIDA VENUSTIANO CARRANZA N 355,PRIMERO DE DICIEMBRE,21260,S,S,N,N,
E01954,KM 8.5 MEXICALI-TIJUANA,EL PORVENIR,21330,S,S,S,N,
E01955,CARRETERA MEXICALI - SAN LUIS NUM 3035,GONZALEZ ORTEGA NORTE,21600,S,S,N,N,
E01958,AVENIDA JOSE MARIA MORELOS Y PAVON N 530,CIUDAD MORELOS,21960,S,N,N,N,
E01960,CALLE B N 491,ALGODONES,21840,S,N,N,N,
E01963,BOULEVARD SALTILLO NO. 10,EJIDO NUEVO LEON,21705,S,S,S,N,
E01964,CARRETERA AL LEDON KM. 32,DELEGACION DELTA DEL EJIDO OAXACA,21700,S,N,N,N,
E01971,AVENIDA ARGENTINA N 28,ESTACION COAHUILA,21800,S,N,S,N,
E01973,AVENIDA DURANGO N 6,ESTACION COAHUILA,21800,S,N,S,N,
E01976,CL BENITO JUAREZ N 1901,PARCELA 44,21280,S,S,N,N,
E01981,CL BENITO JUAREZ N 2260,EX EJIDO COAHUILA,21360,S,S,N,N,
E03718,BOULERVARD LAZARO CARDENAS N 2600,NUEVO MEXICALI,21399,S,S,N,N,
E04315,CALZADA LAZARO CARDENAS NO. 1701,RANCHO LA BODEGA,21379,S,S,N,N,
E04521,CHETUMAL NO. 320,AMPLIACION PONIENTE PRIMERA SECCION,21850,S,S,S,N,
E04526,CALZADA VENUSTIANO CARRANZA NO. 1299,FRACCIONAMIENTOIONAMIENTO VALLE DORADO,21399,S,S,N,N,
E04695,CL ANAHUAC N 2158,TELEVISORA,23320,S,S,S,N,
E04741,CL HEROICO COLEGIO MILITAR N 1900,VILLA FONTANA,21180,S,S,N,N,
E04845,BOULERVARD  LAZARO CARDENAS NO.  1999,PLUTARCO ELIAS CALLES,21376,S,S,S,N,
E05007,BOULERVARD LAZARO CARDENAS N 882,LAS FLORES,21370,S,S,N,N,
E05056,BOULERVARD LAZARO CARDENAS N 1399,VILLA FONTANA,21180,S,S,N,N,
E05081,CALZADA GRAL. LAZARO CARDENAS NO. 1498,FRACCIONAMIENTO. VILLAFONTANA,21180,S,S,N,N,
E05298,CALLE 13 DE SEPTIEMBRE N0. 299,VISTA DEL VALLE,21386,S,N,N,N,
E05595,CALZADA MANUEL GOMEZ MORIN NO 400,LAS HADAS,21217,S,S,N,N,
E05897,CALZADA CHETUMAL NO. 699,PTO. SAN FELIPE BAJA CALIFORNIA,21850,S,S,S,N,
E05908,BOULERVARD ANAHUAC 2101,CONJUNTO URBANO ESPERANZA,21040,S,S,N,N,
E05995,CALZADA LIC. MANUEL GOMEZ MORIN NO. 1064,EX EJIDO COAHUILA,21360,S,S,S,N,
E06061,CARRETERA MEXICALI - SAN LUIS KM. 479 MARGEN DERECHO,,,S,S,S,N,
E06378,PERIFERICO NUM. 985,VENUSTRIANO CARRANZA,21349,S,S,S,N,
E06606,CARRETERA SANTA ISABEL  ESQ.  YUGOSLAVIA NO. 2900,Sin Colonia,21130,S,S,N,N,
E06711,CALZADA ROBLEDO INDUSTRIAL NO. 295,EL ROBLEDO,21600,S,S,N,N,
E06723,AVENIDA VIGO S/N,TELEVISORA,21280,S,S,S,N,
E06799,CALZADA LAZARO CARDENAS NO. 1201,ESPERANZA,21140,S,S,S,N,
E06866,BOULERVARD LOPEZ MATEOS NO. 701,INDUSTRIAL,21010,S,S,N,N,
E06897,BOULERVARD LOPEZ MATEOS 1599,ZACATECAS,21090,S,S,N,N,
E06969,CALZADA VENUSTIANO CARRANZA NO. 398,FRACCIONAMIENTO. VILLA BONITA,21399,S,S,N,N,
E07031,BOULERVARD LAZARO CARDENAS N0 1702,RANCHO LA BODEGA,21379,S,S,N,N,
E07070,BOULERVARD LAZARO CARDENAS NO. 3001,DESARROLLO COMERCIAL NUEVO MEXICALI,21397,S,S,N,N,
E07155,CALZ. HECTOR TERAN TERAN  S/N,PASEOS DE XOCHIMILCO,21359,S,S,S,N,
E07402,BOULEVARD ADOLFO LOPEZ MATEOS NO. 1720,EX-EJIDO ZACATECAS,21900,S,S,S,N,
E07411,CALZADA ANAHUAC NO. 398,FRACCIONAMIENTO. VILLA DEL REY,21354,S,S,N,N,
E07592,CALZADA GOMEZ MORIN NUMERO 1701,FRACCIONAMIENTOIONAMIENTO LAS HADAS,21216,S,S,N,N,
E07669,AVENIDA ING. LUIS G. ALCERREGA NO. 2701,RESIDENCIAL SANTA BARBARA,21130,S,S,N,N,
E07893,CALZADA HECTOR TERAN TERAN NO. 1598,JOAQUIN MURRIETA,21297,S,S,N,N,
E07899,CALZADA PRESIDENTE VENUSTIANO CARRANZA NO. 500,PARQUE INDUSTRIAL EL COLORADO,21395,S,S,S,N,
E07939,BOULERVARD VENUSTIANO CARRANZA N0. 899,AGRICOLA,21359,S,S,S,N,
E07963,AVENIDA OAXACALLE NO. 3300,FRACCIONAMIENTO. MISION DE SAN IGNACIO,21137,S,S,N,N,
E08011,EJIDO LAZARO CARDENAS S/N,,,S,N,S,N,
E08042,CALZADA AEROPUERTO NO. 3999,RIVERA,21259,S,S,S,N,
E08058,CALZADA MANUEL GOMEZ MORIN Y AVENIDA OAXACA,EX-EJIDO ORIZABA,21130,S,S,N,N,
E08085,CALZADA ROSA DEL DESIERTO Y PASEO DEL PEDREGAL S/N,VALLE DEL PEDREGAL,21100,S,S,N,N,
E08094,CALZADA ANAHUAC NUM. 1400,VILLA RESIDENCIAL CASA MAGNA,.,S,S,N,N,
E08225,DOMICILIO CONOCIDO S/N,EJIDO QUERETARO,21960,S,N,S,N,
E08322,CALZADA INDEPENDENCIA NO. 1836,RIVERA,21259,S,S,S,N,
E08383,CALLE NOVENA LOTE 5 FRACCIONAMIENTOIONES C Y D,CALLES FRACCIONAMIENTOIONAMIENTO 1,21396,S,S,S,N,
E08391,RIO MOCORINO ESQUINA IGNACIO LOPEZ RAYON NO. 1701,INDEPENDENCIA,21290,S,S,N,N,
E08416,CALZADA LAZARO CARDENAS NO. 2706,VIRREYES,21190,S,S,N,N,
E08479,CALZADA VILLA OBREGON Y RIO GARONA,HACIENDA DEL RIO,21399,S,S,N,N,
E08491,CALZADA LIC. BENITO JUAREZ NO. 1599,INSURGENTES ESTE,21280,S,S,N,N,
E08618,CALZADA GUSTAVO VILDOSOLA CASTRO NO. 3898,DIEZ DIVISION DOS,21395,S,S,S,N,
E08899,CALLE TERCERA NO. 101,GUADALUPE VICTORIA KM. 43,21720,S,S,S,N,
E08950,CALZADA LAZARO CARDENAS NUM. 4710,FRACCIONAMIENTOIONAMIENTO VALLE DEL PEDREGAL,21130,S,S,S,N,
E09004,RIO PRESIDIO # 598,VISTAHERMOSA,21240,S,S,N,N,
E09126,CALZADA LAZARO CARDENAS NUM. 3600,DIEZ DIVISION DOS,21395,S,S,S,N,
E09136,CARRETERA SANTA ISABEL NO. 3500,LOS OLIVOS,21135,S,S,N,N,
E09137,CALLE NOVENA NO. 928,DIEZ DIVISION DOS,21399,S,S,N,N,
E09207,"CAMINO AL SALTITO N¯ 2, RANCHO EL DORADO SAN FELIPE ETAPA I",,,S,S,S,N,
E09240,CALLE RIO SAN ANGEL NO. 201,FRACCIONAMIENTO. VALLE DE PUEBLA,21395,S,S,N,N,
E09258,CALLE ARGENTINA NO 1200,ALAMITOS,21210,S,S,N,N,
E09260,CALLE GRANADA Y AVENIDA SEVILLA N0. 2269,CONJUNTO URBANO ESPERANZA,21350,S,S,N,N,
E09308,CALLE CENTRAL NORTE ESQ. CON AVENIDA UNO SUR NO 51,PARQUE INDUSTRIAL PORTUARIO DE SAN,21850,S,N,S,N,
E09363,KM. 13.8 CARRETERA LIBRAMIENTO MEXICALI MARGEN IZQUIERDO,,,S,S,S,N,
E09392,CALZADA CETYS Y CALLE NOVENA NO. 4170,CALLES FRACCIONAMIENTOIONAMIENTO 1,21230,S,S,S,N,
E09395,CALZADA MANUEL GOMEZ MORIN NO. 1799,FRACCIONAMIENTO. XOCHICALLI,21370,S,S,S,N,
E09401,AVENIDA MISION DE SAN DIEGO Y CALLE NOVENA N0 3499,FRACCIONAMIENTO. HACIENDA DORADA,21399,S,S,S,N,
E09435,"KM.37+781 CARRETERA SAN LUIS R.C.-MEXICALI,TR.AEROP-MEX",POLVORA,21233,S,S,S,N,
E09497,CALZADA LIC. MANUEL GOMEZ MORIN S/N,HACIENDA DE LOS PORTALES,21327,S,S,N,N,
E09518,BOULERVARD LAZARO CARDENAS NO. 599,LOS VINEDOS,21190,S,S,S,N,
E09576,CALZADA LAZARO CARDENAS NO. 2901,FRACCIONAMIENTO. REAL VIRREYES,21165,S,S,S,N,
E09598,AV.IGNACIO ZARAGOZA ESQ. AV.CASCADA LA BALSA S/N,VALLE DE PUEBLA VI SECC.,S/N,S,S,S,N,
E09630,GRANADA NO. 489,RESIDENCIAL MADRID,21300,S,S,S,N,
E09631,CALZADA GUSTAVO VILDOSOLA CASTRO NO. 3598,"EJ. PUEBLA, DEL. GONZALEZ ORTEGA",21230,S,S,N,N,
E09645,CALZADA CORONEL ESTEBAN CANTU NO. 589,PROGRESO,21326,S,S,S,N,
E09731,"CARR.COL.PROGRESO-STA.ISABEL S/N,ESQ.AV.TAZUMAL",VALLE DEL PROGRESO,21610,S,S,N,N,
E09942,ADOLFO LOPEZ MATEOS ESQUINA CALZADA 1810 NO. 78,DESARROLLO URBANO MIGUEL HIDALGO,21389,S,S,S,N,
E10008,AVENIDA BRASIL # 2858,ALAMITOS,00000,S,S,S,N,
E10023,CARRETERA BATAQUEZ - MURGUIA S/N,MERINO,21720,S,S,S,N,
E10201,CALZADA ABELARDO L. RODRIGUEZ NO. 809,CALLES,21600,S,S,S,N,
E10204,CALZADA CETYS N¯ 4471,,,S,S,S,N,
E10290,CALLE NOVENA NO. 1499,RESIDENCIAL VERONA,21600,S,S,N,N,
E10356,EJIDO PLAN NACIONAL AGRARIO S/N,EJIDO PLAN NACIONAL AGRARIO,21850,S,S,S,N,
E10449,CALZADA ANAHUAC NO. 899,ANAHUAC INDECO,21060,S,S,S,N,
E10456,CALZADA MANUEL GOMEZ MORIN NUM. 2198,GRANJAS AGRICOLAS,21370,S,S,S,N,
E10496,CALZADA LAZARO CARDENAS NO. 3757,VILLA FLORIDA,21395,S,S,N,N,
E10518,CALZADA GENERAL LAZARO CARDENAS NO 4101,ISLAS AGRARIAS,21231,S,S,S,N,
E10560,CALZADA DE LOS PRESIDENTES NO. 952-A,RIO NUEVO,21120,S,S,N,N,
E10573,AVENIDA FONELAS NO. 500,RESIDENCIAL QUINTA DEL REY II ETAPA,21385,S,S,N,N,
E10577,CARRETERA MEXICALI - SAN FELIPE NO. 1112,RESIDENCIAL EL DORADO II SECCION,21386,S,S,S,N,
E10580,AVENIDA GRAL. SANTIAGO VIDAURRI S/N,MISION DEL ANGEL,21386,S,S,S,N,
E10588,BOULEVARD ANILLO PERIFERICO NUM. 517,VICTORIA RESIDENCIAL,21395,S,S,S,N,
E10629,CALZ. LIC. HECTOR TERAN TERAN NO. 2382,FRACCIONAMIENTO. XOCHIMILCO,21380,S,S,S,N,
E10646,CARRETERA SAN FELIPE NO. 568,DOS DIVISION DOS,21387,S,S,S,N,
E10665,CALLE NOVENA NO. 1901,FRACCIONAMIENTO. RESIDENCIAL CASA BLANCA,21395,S,S,S,N,
E10691,SANTIAGO VIDAURRI NO. 100,COLORADO II,21290,S,S,N,N,
E10731,AVENIDA FUENTE DEL SOL NUM. 2418,VOLUNTAD,21323,S,N,N,N,
E10847,CALZ. LIC. VICENTE LOMBARDO TOLEDANO NO. 1839,CONJUNTO URBANO ESPERANZA,21350,S,S,N,N,
E10849,CALZADA HEROICALLE PUEBLA NO. 18,FRACCIONAMIENTO. ANGELES DE PUEBLA,21620,S,S,N,N,
E10927,CALZADA LIC. MANUEL GOMEZ MORIN NO. 500,FRACCIONAMIENTOION PARCELA,21308,S,S,S,N,
E10949,AVENIDA IGNACIO ZARAGOZA 1698,EJIDO PUEBLA,21231,S,S,S,N,
E10972,"CARRETERA SAN LUIS RIO COLORADO MEXICALI, KM. 5 MARG. IZQUIERDO, EJIDO HERMOSILLO",,,S,S,S,N,
E10984,CALZADA ANAHUAC NO. 2246,RESIDENCIAL QUINTA DEL REY,21385,S,S,N,N,
E10999,CALZADA ANAHUAC NO. 1199,FRACCIONAMIENTO. CASA MAGNA,21235,S,S,S,N,
E11024,CALZ. LIC. HECTOR TERAN TERAN NO. 2199,TELEVISORA,21337,S,S,S,N,
E11031,CALZADA DE LOS INSURGENTES NO. 750,DEL SOL,21720,S,S,S,N,
E11055,CARRETERA MEXICALI - SAN LUIS RIO COLORADO NO. 140,ZONA VIA FERROCARRIL INTERCALIFORNIA,21397,S,S,S,N,
E11203,CARRETERA MEXICALI - SAN FELIPE NO. 399,DOS DIVISION DOS,21387,S,S,S,N,
E11298,BOULEVARD LAZARO CARDENAS NO. 3144,AMPLIACION VILLA VERDE,21395,S,S,N,N,
E11384,CALLE NOVENA ESQUINA PALMAR DE SANTA ANITA NO. 1898,PLUTARCO ELIAS CALLES,21376,S,S,N,N,
E11441,CALZADA HEROICO COLEGIO MILITAR NO. 165,PUEBLO NUEVO,21120,S,S,N,N,
E11489,CALZADA JUSTO SIERRA NO. 700,BUROCRATA,21020,S,S,S,N,
E11496,CARRETERA ESTATAL MEXICALI - ALGODONES NO. 500,"ISLAS AGRARIAS ""A""",21600,S,S,S,N,
E11518,CALZADA CASTELLON NO. 2009,HIDALGO,21389,S,S,N,N,
E11546,CALZADA DE LOS MONARCAS NO. 1198,RESIDENCIAL VILLA DEL REY II ETAPA,21354,S,S,S,N,
E11615,CARRETERA MEXICALI-SAN LUIS R.C.S. NO. 1365,EX EJIDO CUERNAVACA,21624,S,S,S,N,
E11658,CALZADA HECTOR TERAN TERAN 1498,DESARROLLO URBANO XOCHIMILCO,21380,S,S,S,N,
E11673,CALZADA GUSTAVO VILDOSOLA CASTRO NO. 1901,EX EJIDO COAHUILA,21360,S,S,S,N,
E11675,CARRETERA MEXICALI A SAN LUIS R.C.S. NO. 35,CUERNAVACALLE DEL. GONZALEZ ORTEGA,21624,S,S,S,N,
E11689,CALZADA ANAHUAC NO. 599,CENTRO CIVICO,21000,S,S,S,N,
E11695,HEROICO COLEGIO MILITAR NO. 1099,SAN FERNANDO,23232,S,S,S,N,
E11759,CALZADA PRESIDENTE VENUSTIANO CARRANZA NO. 1500,RIVERA,21259,S,S,S,N,
E11934,CALZADA LIC. MANUEL GOMEZ MORIN NO. 900,FRACCIONAMIENTO. HACIENDA DEL BOSQUE,21355,S,S,N,N,
E11948,CARRETERA MEXICALI - SAN FELIPE KM 6.00,,,S,S,S,N,
E11956,CALZADA INDEPENDENCIA NO. 1100,FRAC MONTECARLO RESIDENCIAL 3A ETAPA,21255,S,S,S,N,
E12026,CARRETERA MEXICALI-ISLAS AGRARIAS NO. 224,GRANJAS ARCOIRIS,21620,S,S,S,N,
E12053,CALZADA LAZARO CARDENAS NO. 2301,"EL PORVENIR, DELEGACION PROGRESO",21220,S,S,S,N,
E12074,CALZADA CUAUHTEMOC NO. 1249,SANTA MARIA,21200,S,S,N,N,
E12082,CALZADA GENERAL LAZARO CARDENAS NO. 3486,HUERTAS DE LA PROGRESO,21190,S,S,N,N,
E12112,CALZADA DE LAS AMERICAS NO. 180,CUAUHTEMOC SUR,21200,S,S,S,N,
E12122,BOULEVARD ADOLFO LOPEZ MATEOS NO. 490,DERECHO DE VIA F.F.C.C.,21100,S,S,S,N,
E12153,CALZADA CETYS NO. 2599,RIVERA DELEGACION GONZALEZ ORTEGA,21259,S,S,S,N,
E12292,PASEO DE LOS INSURGENTES NO. 92,MARIANO ABASOLO,21355,S,S,S,N,
E12367,AVENIDA ALVARO OBREGON NO. 700,SECCION PRIMERA,21100,S,S,N,N,
E12376,AVENIDA YUGOSLAVIA NO. 1198,FRACCIONAMIENTO. GASCA,21160,S,S,S,N,
E12424,CALZADA JUSTO SIERRA NO. 18,NUEVA,22100,S,S,S,N,
E12508,AV.PEDRO MORENO ESQ.CALZ.DE LOS PRESIDENTES NO. 300,FRACCIONAMIENTO. RIO NUEVO,21120,S,S,S,N,
E12542,CIRCUITO ANTONIO VALDEZ HERRERA NO. 19,FRACCIONAMIENTO. LOS MILAGROS,21138,S,S,S,N,
E12543,CALZADA ABELARDO L. RODRIGUEZ NO. 2498,AL NTE.COL.ALAMITOS DELEG.GLEZ.ORTEG,21210,S,S,S,N,
E12558,CALZADA VENUSTIANO CARRANZA NO. 151,DOS DIVISION DOS,21384,S,S,S,N,
E12584,CALZADA ROTARIO INTERNACIONAL NO.2998,DIEZ DIVISION DOS DELEG. GLEZ ORTEGA,21397,S,S,S,N,
E12585,CALZADA GRAL. LAZARO CARDENAS NO. 2098,"CALLES, DELEGACION GONZALEZ ORTEGA",21226,S,S,S,N,
E12589,CALZADA DE LOS PRESIDENTES NO. 1599,POLIGONOS RECUPERABLES RIO NUEVO,21100,S,S,N,N,
E12706,CALZADA GENERAL LAZARO CARDENAS NO. 1400,LAZARO CARDENAS,21370,S,S,S,N,
J01247,FRANCISCO EUSEBIO KINO NO. 2569,HUERTAS DE LA PROGRESO,21190,N,N,S,N,
J01268,AV.AYUNTAMIENTO S/N,EX-EJIDO COAHUILA,21360,N,N,S,N,
E02422,BOULERVARD BENITO JUAREZ NO. 121,ZONA CENTRO,22710,S,S,N,N,
E02657,BOULERVARD BENITO JUAREZ 25650,CENTRO,22710,S,N,S,N,
E02658,CARRETERA LIBRE TIJUANA-ENSENADA KM.21 NO. 11000,LUCIO BLANCO,22710,S,S,S,N,
E04318,BOULERVARD BENITO JUAREZ NO. 1207,ECHEVERRIA,22710,S,S,N,N,
E05267,KM 35 ENTRQ. CARRETERA LIB. Y AUTP. TIJUANA-ENSENADA,,,S,S,S,N,
E05426,CARRETERA LIBRE TIJUANA-ENSENADA NO. 17,VERACRUZ,22710,S,S,N,N,
E07449,AVENIDA SAN QUINTIN 862,CROSTHWAITE,22710,S,S,N,N,
E07977,CARRETERA LIBRE TIJUANA-ROSARITO KM. 16.5,LOMAS DE ROSARITO,22710,S,S,S,N,
E08451,BOULERVARD BENITO JUAREZ NO. 350,MACHADO NORTE,22710,S,S,N,N,
E09034,BOULERVARD GUERRERO NO. 61,AMPLIACION CONSTITUCION,22710,S,S,N,N,
E09120,ADOLFO LOPEZ MATEOS NO. 10323,PLAN LIBERTADOR,22701,S,S,N,N,
E09720,BOULERVARD BENITO JUAREZ NO. 302,ZONA CENTRO,22710,S,S,N,N,
E10476,BOULERVARD ARTICULO 27 NO. 4100,FRACCIONAMIENTO. VILLA TURISTICA,22710,S,S,N,N,
E11380,CARRETERA LIBRE TIJUANA-ENSENADA NO. 125,SIN COLONIA,22705,S,S,N,N,
E12125,RICARDO ALZALDE NO. 1,17 DE AGOSTO DE 1938,22710,S,S,S,N,
E12325,CARRETERA LIBRE TIJUANA-ENSENADA NO. 501,INDEPENDENCIA,22705,S,S,S,N,
E02431,AVENIDA BENITO JUAREZ N 11,ZONA CENTRO,21400,S,S,S,N,
E02589,AVENIDA  JUAREZ NO.  595,ZONA CENTRO,21400,S,S,S,N,
E02590,AVENIDA BENITO JUAREZ N 800,ZONA CENTRO,21400,S,N,N,N,
E02591,AVENIDA BENITO JUAREZ N.999,ZONA CENTRO,21400,S,S,S,N,
E02963,"CARRETERA TIJUANA - MEXICALI KM. 2923, RANCHO LOMATOBA",,,S,N,S,N,
E06192,ARTURO GUERRA ESQ. CON NUEVO LEON SIN NUMERO,TECATE CENTRO,21400,S,S,S,N,
E06838,ANAHUAC No. 750,CUAUHTEMOC,21470,S,S,N,N,
E07110,BOULEVARD  BENITO JUAREZ NO. 490,EL ENCANTO NORTE,21447,S,S,S,N,
E07133,KM. 71+396.80 CARRETERA FEDERAL TECATE-MEXICALI,,21510,S,S,S,N,
E08035,"DR. ARTURO GUERRA LOTES A,B,C, MANZANA 121 NO. 20",JARDINES DEL PEDREGAL,21470,S,S,N,N,
E08985,CARRETERA TECATE - ENSENADA KM. 14,,,S,S,S,N,
E09098,"CAM.A COL.MACLOVIO HERRERA #301,KM.3+200 TECA-ENSE",,,S,S,S,N,
E09562,PASEO MORELOS NO. 920,ZONA DE SAN JOSE,21433,S,S,S,N,
E09627,PASEO MORELOS NO. 1211,EL DESCANSO,21478,S,S,S,N,
E09765,CALZADA UNIVERSIDAD NO. 628,MILITAR,21470,S,S,S,N,
E10102,PORTES GIL NO. 64,PRIMERA SECCION,21400,S,S,S,N,
E11584,CARRETERA TECATE-TIJUANA KM  144.00,,,S,S,S,N,
E12453,BOULERVARD BENITO JUAREZ NO. 800,ENCANTO NORTE,21447,S,S,S,N,
J01360,PASEO TECATE NO. 136,LA VINITA,21460,N,N,S,N,
E02400,CL DEFENSORES DE BAJA CALIFORNIA N 1008,BUROCRATICALLE RUIZ CORTINEZ,22358,S,S,N,N,
E02401,AVENIDA DEFENSORES DE BAJA CALIFORNIA N S/N,EMPLEADO POSTAL,22350,S,S,N,N,
E02407,BENITO JUAREZ NO. 4600,Sin Colonia,22709,S,S,S,N,
E02408,BOULERVARD DIAZ ORDAZ N 10300,JARDINES DE LA MESA,22465,S,S,N,N,
E02409,AVENIDA AQUILES SERDAN N 991,LIBERTAD PARTE BAJA,22300,S,S,N,N,
E02413,DIAZ MIRON NO 1013,ZONA CENTRO,22000,S,S,N,N,
E02421,AVENIDA PROL 20 DE NOVIEMBRE N 4513,MONTE SAN ANTONIO,22169,S,S,N,N,
E02481,BOULERVARD DIAZ ORDAZ N 1301,CUARTA SECCION LAS HUERTAS,22000,S,S,S,N,
E02637,BOULERVARD AGUA CALIENTE N 9816,REVOLUCION,22400,S,S,S,N,
E02638,BOULERVARD AGUA CALIENTE No. 10317,AVIACION,22420,S,S,N,N,
E02640,AVENIDA 20 DE NOVIEMBRE N 12354,20 DE NOVIEMBRE,22437,S,S,N,N,
E02641,BOULERVARD AGUA CALIENTE Y AVENIDA 20 DE NOVIEMBRE,20 DE NOVIEMBRE,22420,S,S,S,N,
E02642,BOULERVARD GUSTAVO DIAZ ORDAZ N 5002,LA MESA,22450,S,S,N,N,
E02645,BOULERVARD GUSTAVO SALINAS N 4229,AVIACION,22230,S,S,N,N,
E02647,BOULERVARD CUAUHTEMOC N 5002,AEROPUERTO,22300,S,S,N,N,
E02648,AVENIDA FRANCISCO I MADERO N 1790,ZONA CENTRO,22000,S,S,N,N,
E02650,AVENIDA FRANCISCO I MADERO N 806,ZONA CENTRO,22000,S,S,S,N,
E02652,AVENIDA CONSTITUCION N 1400,ZONA CENTRO,22000,S,S,N,N,
E02663,AVENIDA PASEO TIJUANA No. 402,COSTA DE ORO,22200,S,S,N,N,
E02665,BOULERVARD CUAUHTEMOC SUR N 3858,CUAUHTEMOC,22000,S,S,N,N,
E02667,AVENIDA MAR KARA NUM. 169,LINDA VISTA,22120,S,S,N,N,
E02674,CALLE SEXTA RICARDO FLORES MAGON N 1192,ZONA CENTRO,22000,S,S,N,N,
E02677,CALLE BAJA CALIFORNIA N 8012,ZONA NORTE,22100,S,N,N,N,
E02679,BOULERVARD FUNDADORES N 8001,FRACCIONAMIENTO VALLE DEL RUBI,22180,S,S,S,N,
E02682,BOULERVARD GUSTAVO DIAZ ORDAZ NO. 12817,JARDINES DE SAN CARLOS,22106,S,S,N,N,
E02685,BOULERVARD SANCHEZ TABOADA N 9293,ZONA RIO,22420,S,S,N,N,
